,Job_Titile,Job_URL,Company_URL,Company,Rating,Job_Tyoe,Job_description,Post_Date,City,State,ZipCode,Min_salary,Max_salary
2892,Mid-Level Java Developer (with training),https://www.indeed.com/company/GenSpark/jobs/Mid-Level-Java-Developer-e8dcd999673c5e47?fccid=76843bfd91b0328c&vjs=3,https://www.indeed.com/cmp/Genspark,GenSpark,2.8,"Full-time
+1","After completing GenSpark’s training, you will work with our clients to design and implement scalable software solutions, gaining hands-on experience with the…",,San Francisco,CA,94134 ,65000.0,90000.0
2894,Jr. Java Developer,https://www.indeed.com/company/GenSpark/jobs/Junior-Java-Developer-104de153810d5f91?fccid=76843bfd91b0328c&vjs=3,https://www.indeed.com/cmp/Genspark,Genspark,2.8,"Full-time
+1","The client is looking for people who can support them in their technology transformation journey on Cloud, Digital, Security, etc.,.",,Boston,MA,02109 ,60000.0,70000.0
2895,Software Developer II,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cc4jiFH-YB24nUxYOfuTdfJO3hmkWyL2ArRMcRnUVnZrArX4nm5lbYIMSbdD0gDmWnY4gR_89amURDKG9VpM1P6qUDjlLU6xl6ml5FJ-1UijJZj7XTXL5HHOzQzEuJBcYwUNJNP32AfxAbtdxOunlxlbuuQ_mKe3rBRKtDnpy5i3WUPpVn_gybKRCdQYGzw9-nCf4iu7T89LK6QsiTLTbWHZDlLnNrtzVSOdXgAYqJ9zkA_1l88dmzdV7ESt-6SaReKZvUL7z_poQi6JD8Pdqnuikhq1cwZsNlLx1KFecSdpr5LcgiiaIB3pdjkLi-KBuSDTsrNnXjPCOC6Ym8SZ4vOnFEwjABxs_CRjgXNoIH2GIeBce7UF5lbfPM5_McYrTXUjQGI1tPTHNe_t2s_lfb8p2FqE-0QJbzlEIsjjabrGTh4IsSbLad6EVALEIywmnz8uRoeCeOh2tGCp9BTfvdEsjXmIxFk8qZX26aPJ96NuqLIl0Tymsb&xkcb=SoCp-_M3Ww5eIR2kl50LbzkdCdPP&p=0&fvj=0&vjs=3,https://www.indeed.com/cmp/Nmr-Consulting,NMR Consulting,4.3,Full-time,Develops and designs unit test plans and resolves software bugs.,11/14/22,South Paris,ME,4281,97000.0,120000.0
2896,"Senior Software Engineer, Full Stack (Remote-Eligible)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C3j_zLGvpMLCdiZ0WC46XqVTA1VMZzOzKXPhAXwYlrNb9EbKZEg8x0tL4Jn_n-27XfDEaJSWUV2nTzMKoDPJH5mCRNauXF1kuIbweqm3qyPUxgFjytqEDFdiP98poYMIebt2MA268mRSafmMCa_72WibV-ioM0PczGibVEsK39DnA9kSeQIRVXymmQZ4mKERRfr9eqbjrTBOXrkbB9Zf0JeiznIPoomalYDaZSgrg5KCBZ5zxO__ifAuZ2_7Ox9G_9FJd8NCXFe2xMtbsjUuQKYYkdVetr2zZ2XxTQYXNHOajWz0F-XYIOXRAA7W_-7Vq1w_EAxG4vxj_svebsTJ9zDG-kqa6FAGwS9VG9AJH61Jfv4yrOYurNCCVVksKydm68XkIpecUtF0d-YnzTWytF0t5sku20tHpGt4t7VSqSn56uqedWdeMC&xkcb=SoAd-_M3Ww5eIR2kl50KbzkdCdPP&p=1&fvj=0&vjs=3,https://www.indeed.com/cmp/Capital-One,Capital One,3.9,"Full-time
+1",At least 4 years of experience in software engineering (Internship experience does not apply).,12/07/22,Denver,CO,80207 ,1.0,99835.17476732162
2901,Software Developer Co-Op,https://www.indeed.com/rc/clk?jk=a27f7ca274631125&fccid=9a2c8ce9d1b61aac&vjs=3,https://www.indeed.com/cmp/Carrier,Carrier Klimatechnik GmbH,3.8,Internship,Analysis of Business Requirements in the development of software.,11/14/22,Grand Island,NE,68801,0.0,99835.17476732162
2903,Software Engineering AMTS,https://www.indeed.com/rc/clk?jk=e9cc9c3fb0a8c997&fccid=4027cfd917e1ee29&vjs=3,https://www.indeed.com/cmp/Salesforce,Salesforce,4.4,Full-time,"Collaborate with users, other technical teams, project management, or sales to gather and understand requirements and present software product features and…",11/14/22,West Greenwich,RI,2817,68641.78181076673,99835.17476732162
2905,Software Engineer (Apex Legends),https://www.indeed.com/rc/clk?jk=6e73a8856bda75aa&fccid=617d7f961cfcf54a&vjs=3,https://www.indeed.com/cmp/Electronic-Arts,Electronic Arts,3.8,Full-time,You will participate in all aspects of the software development process.,11/25/22,Providence,RI,02903 ,68641.78181076673,99835.17476732162
2907,Software Engineering Co-Op - Med Devices January - June (REF1101T),https://www.indeed.com/rc/clk?jk=91d141b6b62c17c5&fccid=e28cb29c0d5f1a3b&vjs=3,https://www.indeed.com/cmp/Elbit-Systems-of-America,Elbit Systems of America,3.6,Full-time,"Assist in the design, development, documentation, and testing of high quality software for medical devices, or related software utilities and testing…",12/12/22,Boston,MA,02116 ,68641.78181076673,99835.17476732162
2908,Software Engineer I (Remote Option*),https://www.indeed.com/rc/clk?jk=c2b8034e5dd8b86a&fccid=2c62e4de04b8f952&vjs=3,https://www.indeed.com/cmp/Nike,Nike,4.1,Full-time,"Proven ability to produce high-quality software that is unit tested, code reviewed, and checked in regularly for continuous integration.",11/14/22,Boston,MA,02110 ,107500.0,161500.0
2909,Software Sustaining Engineer - Guardians of the Future Program,https://www.indeed.com/rc/clk?jk=11acdfaca812b867&fccid=481d70090adce755&vjs=3,https://www.indeed.com/cmp/Netscout,NETSCOUT,3.7,Full-time,"The Software Sustaining Engineer’s primary job is to triage, investigate and troubleshoot customer issues (cases).",12/11/22,Chubbuck,ID,83202,68641.78181076673,99835.17476732162
2910,Software Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtPF95Wd5g3i5FoC9GoV9iWNLUqpsgSR7jbG94913m57TnVGmC83cM_EB-poxf-FUSKAZbITzU8cLEG-KLTd75Pmjm33APAnLQqW2wKQZTb9q8O2VisKI3GFE-zpOLo09p-ORT0hzbxrNiNobAbSXWV5tlW6V1fRUtTL0tKQF6NfRO2uyX1Re9Ub5aZv9dQNoWVyNy_YyAxkuLC3r8GzItV_vWqXnRzUzbHqy2dwoli5J1GCQmMCbvOxldgoY6UQXl3rqSgaSnYmx4ZpPbj4AkV37jCutS5d4xqm6lF7yzjmjOepP4VXkIOMaMabsB8hQpWe0ohQXxgvdJUFDYPJ0BjOe2i-tWHL3ftO4erXCvN5gVmJ3ixXIuR-3mOcUc8WiSnB-VvItHReVTObWDgRsAwIpBy8hgZGKZowHjiSKaJ3JX3V2HpX82eM=&xkcb=SoBz-_M3Ww5ci9Q3kR0ObzkdCdPP&p=0&fvj=0&vjs=3,https://www.indeed.com/cmp/National-Security-Agency,National Security Agency,4.1,"Monday to Friday
+1","Relevant experience must be in the software development process (i.e., requirements analysis, software design, implementation, testing, integration, deployment…",11/14/22,Lake Orion,MI,48362,74682.0,176300.0
2921,Co-op Software Development Engineer- 2023 (US),https://www.indeed.com/rc/clk?jk=4dedded7ed5b499c&fccid=fe2d21eef233e94a&vjs=3,https://www.indeed.com/cmp/Amazon.com,Amazon.com Services LLC,3.5,Full-time,Our co-op students write real software and collaborate with a select group of experienced software development engineers (SDEs) who guide co-op students on…,11/14/22,West Greenwich,RI,2817,9137.0,99835.17476732162
2925,Software Developer II,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cc4jiFH-YB24nUxYOfuTdfJO3hmkWyL2ArRMcRnUVnZrArX4nm5lbYIMSbdD0gDmWnY4gR_89amURDKG9VpM1P6qUDjlLU6xl6ml5FJ-1UijJZj7XTXL5HHOzQzEuJBcYwUNJNP32AfxAbtdxOunlxlbuuQ_mKe3p3Ya-bOS00dtd64nZNhxgxw7GWVsnAtyzSBAbNGUW7gi5CKUo5-WDmoLh-1NJINXLclk2FzG2VwhGsnRP2jLxT1CYADcXEUemwv0z1BDLUhO0WNZWGWM3e7RxGnPzjFK1fdNw_X4X8Owua8otK0DI6VxPvqvzMZfQmCC3Xjx92GzCsIQdngyCXYVFAzwmkAxvCrP7p2ZL0QzrTtFb9kxupGw6wUHEcFwlwJGSJI6TUnbyJ5hshgyvHCqYJVTkzoWw0E-fJctlsWQKAf-fQtA8jk_ygJfjuiCT_HUzbb-ytCDpMmPgsDUweuvs2qp_-nCsHN-d1LJuJcPhdJ_a-dhZu&xkcb=SoCb-_M3Ww5bbRQdwR0LbzkdCdPP&p=0&fvj=0&vjs=3,https://www.indeed.com/cmp/Nmr-Consulting,NMR Consulting,4.3,Full-time,Develops and designs unit test plans and resolves software bugs.,11/14/22,Boston,MA,02110 ,97000.0,120000.0
2926,"Senior Software Engineer, Full Stack (Remote-Eligible)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C3j_zLGvpMLCdiZ0WC46XqVTA1VMZzOzKXPhAXwYlrNb9EbKZEg8x0tL4Jn_n-27XfDEaJSWUV2nTzMKoDPJH5mCRNauXF1kuIbweqm3qyPUxgFjytqEDFdiP98poYMIebt2MA268mRSafmMCa_72WibV-ioM0PcytoqoNoET80AN9vThIS70Hc8CIkbv0II0YoNUIyEMyQh6O2lxrpIfn1nhOO54zi5vPfXNRbDU83pTrs2ZgytZL7PMY1OoV8N-7Th5oEzsbnRyq4IsrSzEufr2Wy2laQATEl_Hq32oRMgVZBUjBnCdEyufm4-BRDQehvuw-MhAgPBwobCEas8oiX-91KpDSbw4AOGz8STDE2_IiETRiq9HcGOvo0PzQzr57HyQfLlrJAlTsQIMVc8EZ0Wxfjix92j5PvN2saVC6S_egR1Ow9RjK&xkcb=SoDe-_M3Ww5bbRwdwR0LbzkdCdPP&p=1&fvj=0&vjs=3,https://www.indeed.com/cmp/Capital-One,Capital One,3.9,"Full-time
+1",At least 4 years of experience in software engineering (Internship experience does not apply).,12/07/22,Providence,RI,02903 ,1.0,99835.17476732162
2928,Java Back End Developer,https://www.indeed.com/rc/clk?jk=c27909b0a23a1b28&fccid=aaf3b433897ea465&vjs=3,https://www.indeed.com/cmp/Chase-2,"JPMorgan Chase Bank, N.A.",3.8,Full-time,BS/BA degree or equivalent experience.,12/14/22,Chubbuck,ID,83202,137750.0,225000.0
2933,Software Sustaining Engineer - Guardians of the Future Program,https://www.indeed.com/rc/clk?jk=11acdfaca812b867&fccid=481d70090adce755&vjs=3,https://www.indeed.com/cmp/Netscout,NETSCOUT,3.7,Full-time,"The Software Sustaining Engineer’s primary job is to triage, investigate and troubleshoot customer issues (cases).",12/11/22,Boston,MA,02109 ,68641.78181076673,99835.17476732162
2938,Software Engineer (Apex Legends),https://www.indeed.com/rc/clk?jk=6e73a8856bda75aa&fccid=617d7f961cfcf54a&vjs=3,https://www.indeed.com/cmp/Electronic-Arts,Electronic Arts,3.8,Full-time,You will participate in all aspects of the software development process.,11/25/22,Grand Island,NE,68801,68641.78181076673,99835.17476732162
2940,Software Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtPF95Wd5g3i5FoC9GoV9iWNLUqpsgSR7jbG94913m57TnVGmC83cM_EB-poxf-FUSKAZbITzU8cLEG-KLTd75Pmjm33APAnLQqW2wKQZTb9q8O2VisKI3GF08eJmfc2hkCpIB3fKPGpBWgPuG0lWnW59FvRils1aUYNOaCyQFtDq6hQYqit6hwHOyQncbHbvi97veDRAZVILngG3-w71nz0683qQROMDXMqMtLGNHuoKrqBW9Q1F_ebYcR8qF5OhmjPjpTRtdxQEn6h5zabj6Vejd4__Wt3U7dIpaAykCRc1qS7MOD_w04tOtqoN1fHbpOk5nQP_Ev5QIw34yOJApOIdfoDEUdNY9bFf1gotj2bjleogYAYnZtfVhz0SzIpyoJoZxoqZPBkV_H15058gYHUnQnV7vMzvpfPSu35FkQHVDsmaqO-MwdU=&xkcb=SoB--_M3Ww5ZzWQ9QZ0LbzkdCdPP&p=0&fvj=0&vjs=3,https://www.indeed.com/cmp/National-Security-Agency,National Security Agency,4.1,"Monday to Friday
+1","Relevant experience must be in the software development process (i.e., requirements analysis, software design, implementation, testing, integration, deployment…",11/14/22,West Greenwich,RI,2817,74682.0,176300.0
2948,Software Engineer,https://www.indeed.com/rc/clk?jk=6352706e35172257&fccid=3c0568dd833fc7ab&vjs=3,https://www.indeed.com/cmp/Ocean-Spray,Ocean Spray,3.5,Full-time,"You will have the ability to use modern technologies, frameworks, and design patterns to solve challenging problems.",12/07/22,Lake Orion,MI,48362,68641.78181076673,99835.17476732162
2951,Jr. Software Developer,https://www.indeed.com/rc/clk?jk=fc52cd16bc647dc9&fccid=fe2d21eef233e94a&vjs=3,https://www.indeed.com/cmp/Amazon.com,Amazon.com Services LLC,3.5,"Full-time
+1",Our full-time software developers are willing and able to mentor exceptional student developers.,11/21/22,South Paris,ME,4281,1.0,99835.17476732162
2955,Software Developer II,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cc4jiFH-YB24nUxYOfuTdfJO3hmkWyL2ArRMcRnUVnZrArX4nm5lbYIMSbdD0gDmWnY4gR_89amURDKG9VpM1P6qUDjlLU6xl6ml5FJ-1UijJZj7XTXL5HHOzQzEuJBcYwUNJNP32AfxAbtdxOunlxlbuuQ_mKe3o2RJJK_qzVyat3T-5gz5WZkUFXCoLm4tFZOMg4WXfZUOqQRurdc1hqOT2gEST1SsCmjiTNARjZE6DLZj4Q2jdrs7ldT8LxORDpk7Y0vZCII3310iwgVIv8Jq-74WG3XPM4s8jB8bZmM711OgE7Nl6p_OyRQj1vOxhGoFQzi3ikimHNQ784v-68y9ytFjOR0lM79JgCoRm12oV-qRZUW90csPqvl74Ngwx6nZfr0-N4QxJVhXJlSsdvGBx1rP4D9Z4OxyPFsbHNL8juN98RWFppvrFKzPNHQcGMCMG5WxI3rVHJ3LwZLuFe-m9cRzAcUIGHKOXNjvEgTq4VCgK83gz8&xkcb=SoDN-_M3Ww5Yow2bBZ0LbzkdCdPP&p=0&fvj=0&vjs=3,https://www.indeed.com/cmp/Nmr-Consulting,NMR Consulting,4.3,Full-time,Develops and designs unit test plans and resolves software bugs.,11/14/22,Denver,CO,80207 ,97000.0,120000.0
2956,"Senior Software Engineer, Full Stack (Remote-Eligible)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C3j_zLGvpMLCdiZ0WC46XqVTA1VMZzOzKXPhAXwYlrNb9EbKZEg8x0tL4Jn_n-27XfDEaJSWUV2nTzMKoDPJH5mCRNauXF1kuIbweqm3qyPUxgFjytqEDFdiP98poYMIebt2MA268mRSafmMCa_72WibV-ioM0PcwOyYbmWqFprU7M71h2w-OmGsfjLsu4OVprsfMqlB47H98Yp9gIrBJSLTNPYrM1YwIm1gQZb6dO__PCKHmSsJkY4Vz8gWjMHeMz7OifId4Nk_zN9NdwyTCdIEMb-PxTAUvDnwCPBkfoIVJtYq8gaZFnWHEsXq6b_mT_cy9_55K8GoD2SqKOsw4CxRn5zxrtNfNVdzAfys3kaDwHpnGKcYgLDZpYI89t47uh4In8JGqkoX9xH_G9RYjeIVpLUXVXYXcYFPJnabcVYsW_asFxUans&xkcb=SoB5-_M3Ww5Yow2bBZ0KbzkdCdPP&p=1&fvj=0&vjs=3,https://www.indeed.com/cmp/Capital-One,Capital One,3.9,"Full-time
+1",At least 4 years of experience in software engineering (Internship experience does not apply).,12/07/22,Hartford,CT,06105 ,1.0,99835.17476732162
2963,Software Sustaining Engineer - Guardians of the Future Program,https://www.indeed.com/rc/clk?jk=11acdfaca812b867&fccid=481d70090adce755&vjs=3,https://www.indeed.com/cmp/Netscout,NETSCOUT,3.7,Full-time,"The Software Sustaining Engineer’s primary job is to triage, investigate and troubleshoot customer issues (cases).",12/11/22,Boston,MA,02110 ,68641.78181076673,99835.17476732162
2964,Software Developer Co-Op,https://www.indeed.com/rc/clk?jk=a27f7ca274631125&fccid=9a2c8ce9d1b61aac&vjs=3,https://www.indeed.com/cmp/Carrier,Carrier Klimatechnik GmbH,3.8,Internship,Analysis of Business Requirements in the development of software.,11/14/22,Providence,RI,02903 ,0.0,99835.17476732162
2965,Software Engineer (Remote USA Only),https://www.indeed.com/rc/clk?jk=2d1bcaf75519d5f9&fccid=75a3a5a15b202084&vjs=3,https://www.indeed.com/cmp/Experian,Experian,3.6,Full-time,The Software Engineer supports and develops existing and new data quality services and software.,12/12/22,Boston,MA,02116 ,68641.78181076673,99835.17476732162
2969,JR Software Developer (Remote),https://www.indeed.com/rc/clk?jk=e6f8c3066a981e7e&fccid=6c53b018fdbbc4dd&vjs=3,https://www.indeed.com/cmp/Jaggaer,Jaggaer,2.7,Full-time,You will start building production ready software right away.,12/08/22,South Paris,ME,4281,68641.78181076673,99835.17476732162
2970,Software Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtPF95Wd5g3i5FoC9GoV9iWNLUqpsgSR7jbG94913m57TnVGmC83cM_EB-poxf-FUSKAZbITzU8cLEG-KLTd75Pmjm33APAnLQqW2wKQZTb9q8O2VisKI3GEnyGvSD7ujpvFwk5nUqt700-JBTnB9FB1c4fzrJxMT2OeP4Xp-EWNeGDrTulg76lB2LRzs_ISK7eUIqDJVEQnuy4MPW7rwDeAge2k1-XkVB31uJjOszadQchLgzfJKdzvQ01cPCUNyy9UkDTa9kDtwtC4paRrtUjF1AWTfhgAagPkbkZW594meuYzROn7nfuRbYrJMcVzEoHkEx_WS1gCJFsKjto5HK5G1X_HoH0ExZF3WYC1ZbXar8ysvVe0ECFqk7Ee92zTSUNK399p0ARdRufGPlYT8F3gSumefeDoIM0qCtDMuJYhM7EwGeetKsgQ=&xkcb=SoCT-_M3Ww5XHPWxCR0LbzkdCdPP&p=0&fvj=0&vjs=3,https://www.indeed.com/cmp/National-Security-Agency,National Security Agency,4.1,"Monday to Friday
+1","Relevant experience must be in the software development process (i.e., requirements analysis, software design, implementation, testing, integration, deployment…",11/14/22,Boston,MA,02109 ,74682.0,176300.0
2973,Software Engineer (Remote Work Options),https://www.indeed.com/rc/clk?jk=fdfd4880ee0af4cf&fccid=b451154311310673&vjs=3,https://www.indeed.com/cmp/Shelter-Insurance,Shelter Insurance,3.7,"Full-time
+1","Develop, test, maintain and document software to meet the needs of our business community.",12/12/22,Denver,CO,80207 ,68640.0,99835.17476732162
2977,Software Developer (Remote-Friendly),https://www.indeed.com/rc/clk?jk=6f8c656e30cf3cd7&fccid=4e24a2e9f21dbe9e&vjs=3,https://www.indeed.com/cmp/Vendasta,Vendasta,4.1,Full-time,Industry experience in software development.,12/04/22,West Greenwich,RI,2817,68641.78181076673,99835.17476732162
2981,Jr. Software Developer,https://www.indeed.com/rc/clk?jk=fc52cd16bc647dc9&fccid=fe2d21eef233e94a&vjs=3,https://www.indeed.com/cmp/Amazon.com,Amazon.com Services LLC,3.5,"Full-time
+1",Our full-time software developers are willing and able to mentor exceptional student developers.,11/21/22,Boston,MA,02110 ,1.0,99835.17476732162
2984,Software Developer 1 (MFE),https://www.indeed.com/rc/clk?jk=7f887793abc8f122&fccid=71cf745ec1b3aae4&vjs=3,https://www.indeed.com/cmp/Massachusetts-Institute-of-Technology,MIT,4.2,Full-time,"This position involves both working on the core open-source software, supporting MDSplus customers locally and remotely, and helping PSFC scientists with their…",11/14/22,Lake Orion,MI,48362,75000.0,85000.0
2985,Software Developer II,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cc4jiFH-YB24nUxYOfuTdfJO3hmkWyL2ArRMcRnUVnZrArX4nm5lbYIMSbdD0gDmWnY4gR_89amURDKG9VpM1P6qUDjlLU6xl6ml5FJ-1UijJZj7XTXL5HHOzQzEuJBcYwUNJNP32AfxAbtdxOunlxlbuuQ_mKe3or3iuAFZe71_Ukv1ChSg4KfwZ4CfyoxNicEjKZq8X0UUY5d2EvjBn9bjXPSh2MppezrDLs351b57rj5PWqrnwtfq2-h4QwzvWpgXiPYLRjdNsspt-nwQB6pm-Lv2TDvcvo8iyjK6FrYr18WB_EtSlAzsJi3dtasWUzIuh-4kVOm3qsx-jsQbROxQp5jo3p6rmErhnD7bpj46MF69bWLABCu0PVCcTV-rnX3OccOIuqiuszRXGrTsy-NAh6-y4KQVYWYTbz4q9qBGtVYyliN-aeV_zH2QN35p1ohdCDyz79-ujUinVt7G1-V9CxLGZsuxMttMFMzI3UK0uzcOjB2tkx&xkcb=SoBc-_M3Ww5VzBQdwR0LbzkdCdPP&p=0&fvj=0&vjs=3,https://www.indeed.com/cmp/Nmr-Consulting,NMR Consulting,4.3,Full-time,Develops and designs unit test plans and resolves software bugs.,11/14/22,San Francisco,CA,94134 ,97000.0,120000.0
2987,Java Back End Developer,https://www.indeed.com/rc/clk?jk=c27909b0a23a1b28&fccid=aaf3b433897ea465&vjs=3,https://www.indeed.com/cmp/Chase-2,"JPMorgan Chase Bank, N.A.",3.8,Full-time,BS/BA degree or equivalent experience.,12/14/22,South Paris,ME,4281,137750.0,225000.0
2988,Software Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AC5S5KfpcrE62cRuYLg6qW_HWiPjKHP06qk-AGfbwYtPF95Wd5g3i5FoC9GoV9iWNLUqpsgSR7jbG94913m57TnVGmC83cM_EB-poxf-FUSKAZbITzU8cLEG-KLTd75Pmjm33APAnLQqW2wKQZTb9qhSuVEH00nmsVjLABEnx4TrY4sdAeGv7hALUZYSfAeWSsLVYHx-HfN-FbI5sHUWztzRm7P9g9MSf_3Y7xctBXIC6KVNDQkDmtIaO3YjWXv5PwqR31O08ObsrXQ3XeaMlJz-jUPoVMnr-9b_vFgBSiG6d4nzyaWZi8o03bc0MWd5LPkDadrMr78DYA26mWukR1j7mCVYtrt1CvfdrKPSkOBs1WA_uNFEjWdxVdgyNWjDfQVhVBYXk8MTb2n57i-VRR4rR4Q6o9SmRqJXu4wsJmBGQdz94BInN33CP9exrwoV7XCTAYRvosKUMS2fKm-0ixUxvZA-zjwmA=&xkcb=SoDB-_M3Ww5VzBQdwR0IbzkdCdPP&p=3&fvj=0&vjs=3,https://www.indeed.com/cmp/National-Security-Agency,National Security Agency,4.1,"Monday to Friday
+1","Relevant experience must be in the software development process (i.e., requirements analysis, software design, implementation, testing, integration, deployment…",11/14/22,Boston,MA,02109 ,74682.0,176300.0
2992,Software Engineering AMTS,https://www.indeed.com/rc/clk?jk=e9cc9c3fb0a8c997&fccid=4027cfd917e1ee29&vjs=3,https://www.indeed.com/cmp/Salesforce,Salesforce,4.4,Full-time,"Collaborate with users, other technical teams, project management, or sales to gather and understand requirements and present software product features and…",11/14/22,Grand Island,NE,68801,68641.78181076673,99835.17476732162
2994,Software Developer Co-Op,https://www.indeed.com/rc/clk?jk=a27f7ca274631125&fccid=9a2c8ce9d1b61aac&vjs=3,https://www.indeed.com/cmp/Carrier,Carrier Klimatechnik GmbH,3.8,Internship,Analysis of Business Requirements in the development of software.,11/14/22,West Greenwich,RI,2817,0.0,99835.17476732162
2995,Software Engineer (Remote USA Only),https://www.indeed.com/rc/clk?jk=2d1bcaf75519d5f9&fccid=75a3a5a15b202084&vjs=3,https://www.indeed.com/cmp/Experian,Experian,3.6,Full-time,The Software Engineer supports and develops existing and new data quality services and software.,12/12/22,Denver,CO,80207 ,68641.78181076673,99835.17476732162
3000,Web Developer,https://www.indeed.com/company/Emonics/jobs/Web-Developer-a489a68ad64d54d3?fccid=b3b4a6a45c149841&vjs=3,https://www.indeed.com/cmp/Emonics-c2ba863a,Emonics LLC,4.6,Full-time,"Conduct testing of completed applications, websites, and software to assess user experience.",12/11/22,Providence,RI,02903 ,70000.0,120000.0
3002,Software Engineer ll,https://www.indeed.com/rc/clk?jk=6ade9cb438458341&fccid=734cb5a01ee60f80&vjs=3,https://www.indeed.com/cmp/Microsoft,Microsoft,4.2,Full-time,"You’ve coded – you are comfortable in object-oriented languages like C#, C++, or Java; you have a solid grasp of algorithms, data structures, and design…",11/20/22,Chubbuck,ID,83202,94300.0,182600.0
3003,Software Engineer (Remote Work Options),https://www.indeed.com/rc/clk?jk=fdfd4880ee0af4cf&fccid=b451154311310673&vjs=3,https://www.indeed.com/cmp/Shelter-Insurance,Shelter Insurance,3.7,"Full-time
+1","Develop, test, maintain and document software to meet the needs of our business community.",12/12/22,Lake Orion,MI,48362,68640.0,99835.17476732162
3007,Programmer Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AG_O5OLv18C8bWMWnavsCBhelEHARXZ7wNhaLKBo0ei0MKlp4SywKeg5h9hC-ikH6OH0-5xC4Y2XLzG-7g7ufidIVoMUtu5IujW0zoV9Qy1X11T-qa_MrDWdyQUedH0nwRgg_RdNqAuyLYox6btgvNJSbtxy8SP9B3uXBUnUtbdNUdifJYjeNNglnS7bEO1JxZLolig3_vY4V-ZxNlUOMJd5iziYwGQHJYHxXHqg4f7pKohlQcgVO3ii3sCXqXlBThy5yt50ozQ6U0W5rg-msFmA9WQSeYOWBTlJcnxwurzf2XfY32FR8MaLYMXuz5RyAwFaz4Dyfb8AZmxT6X1CTcK7Mq52APxU8dE7ccUxDerWuXl_X23Vk5lv7t0by5aF8Y-GtMdbln7ToWjgBxQQpteNVsZ7Pzl3VAJiJaYY75XOtLUaQwfTHYQ8hPSRzw1rTp0eKC2bZE58U76jAzF9prA3-zDoN3ppEmMYuQPtuP18eMpDRGxQuZZk5ZWo6lNOzfUFR9xRq1FBlxHlJRk1wLHulxQQdTOG4=&xkcb=SoAK-_M3Ww5UsVWbBB0ObzkdCdPP&p=7&fvj=0&vjs=3,"https://www.indeed.com/cmp/D&W-Diesel,-Inc","D&W Diesel, Inc.",3.3,Full-time,Develop APIs and other software integrations to connect new and existing applications.,11/14/22,Boston,MA,02109 ,68641.78181076673,99835.17476732162
3009,Mid-Level Java Developer (with training),https://www.indeed.com/company/GenSpark/jobs/Mid-Level-Java-Developer-e8dcd999673c5e47?fccid=76843bfd91b0328c&vjs=3,https://www.indeed.com/cmp/Genspark,GenSpark,2.8,"Full-time
+1","After completing GenSpark’s training, you will work with our clients to design and implement scalable software solutions, gaining hands-on experience with the…",,Hartford,CT,06105 ,65000.0,90000.0
3012,Software Developer 1 (MFE),https://www.indeed.com/rc/clk?jk=7f887793abc8f122&fccid=71cf745ec1b3aae4&vjs=3,https://www.indeed.com/cmp/Massachusetts-Institute-of-Technology,MIT,4.2,Full-time,"This position involves both working on the core open-source software, supporting MDSplus customers locally and remotely, and helping PSFC scientists with their…",11/14/22,Grand Island,NE,68801,75000.0,85000.0
3018,2023 University Graduate - Software Development Engineer 1,https://www.indeed.com/rc/clk?jk=5d518aade2b7c744&fccid=f89deb5a97c7738a&vjs=3,https://www.indeed.com/cmp/Adobe,Adobe,4.3,Full-time,"Adobe is seeking talented and passionate Software Engineer across all organizations to help plan, design, develop, and test software systems or applications for…",11/18/22,Boston,MA,02110 ,68641.78181076673,99835.17476732162
3019,Software Engineering Graduate,https://www.indeed.com/rc/clk?jk=8dc3143236850f62&fccid=216eb700022de6f6&vjs=3,https://www.indeed.com/cmp/Hewlett-Packard-Enterprise,Hewlett Packard Enterprise,3.8,Full-time,"Knowledge of at least one programming language like C, C++, python, Javascript, Java or associated libraries, web-sockets, and other cloud networking protocols.",11/14/22,Providence,RI,02903 ,95000.0,122500.0
3021,Software Engineer 1,https://www.indeed.com/rc/clk?jk=c321400a3836da26&fccid=5ac3fadc1f823e63&vjs=3,https://www.indeed.com/cmp/Pacific-Northwest-National-Laboratory-5,Pacific Northwest National Laboratory,4.0,Full-time,The candidate will be required to communicate clearly and effectively with colleagues and clients.,12/08/22,Chubbuck,ID,83202,68641.78181076673,99835.17476732162
